"SUID","__mclCluster","name","selected","shared name"
"10992","6","MAP3K21","false","MAP3K21"
"7286","6","AHRR","false","AHRR"
"5880","6","MAGI1","false","MAGI1"
"9222","6","CDC25C","false","CDC25C"
"8201","6","MLLT4","false","MLLT4"
"8346","6","SRSF12","false","SRSF12"
"6941","6","PTPN13","false","PTPN13"
"7205","6","GCM1","false","GCM1"
"10410","6","KCTD3","false","KCTD3"
"10411","6","KIF13B","false","KIF13B"
"9259","6","MAST3","false","MAST3"
"10412","6","ZBTB21","false","ZBTB21"
"10413","6","GIGYF1","false","GIGYF1"
"7726","6","USP21","false","USP21"
"10414","6","CGN","false","CGN"
"10415","6","DENND1A","false","DENND1A"
"10416","6","SH3PXD2A","false","SH3PXD2A"
"10417","6","SRGAP2","false","SRGAP2"
"10418","6","RTKN","false","RTKN"
"10419","6","SIPA1L1","false","SIPA1L1"
"10421","6","PPM1H","false","PPM1H"
"10422","6","DENND4C","false","DENND4C"
"10424","6","TESK2","false","TESK2"
"11192","6","MEF2B","false","MEF2B"
"10425","6","DCLK1","false","DCLK1"
"10426","6","ZNF638","false","ZNF638"
"11323","6","AFDN","false","AFDN"
"10428","6","SYDE1","false","SYDE1"
"10429","6","MAPKAP1","false","MAPKAP1"
"10430","6","AGAP1","false","AGAP1"
"10431","6","CDC25B","false","CDC25B"
"10432","6","CDK16","false","CDK16"
"8897","6","EIF4E2","false","EIF4E2"
"10433","6","NADK","false","NADK"
"6210","6","CBY1","false","CBY1"
"10434","6","FAM110B","false","FAM110B"
"10435","6","CAMSAP2","false","CAMSAP2"
"10436","6","FAM53C","false","FAM53C"
"10437","6","ANKRD34A","false","ANKRD34A"
"10438","6","LPIN3","false","LPIN3"
"9286","6","LRFN1","false","LRFN1"
"10439","6","TIAM1","false","TIAM1"
"10440","6","KIAA1804","false","KIAA1804"
"10441","6","RASAL2","false","RASAL2"
"9930","6","NF1","false","NF1"
"10442","6","PHLDB2","false","PHLDB2"
"10443","6","RALGPS2","false","RALGPS2"
"10444","6","FAM110A","false","FAM110A"
"10445","6","KIF1C","false","KIF1C"
"7246","6","ANKRA2","false","ANKRA2"
"10446","6","NAV1","false","NAV1"
"10447","6","MELK","false","MELK"
"10448","6","SH3RF3","false","SH3RF3"
"10450","6","STARD13","false","STARD13"
"10451","6","DENND4A","false","DENND4A"
"7252","6","RFX5","false","RFX5"
"10452","6","OSBPL6","false","OSBPL6"
"7253","6","RFXAP","false","RFXAP"
"10454","6","INPP5E","false","INPP5E"
"7135","6","GIGYF2","false","GIGYF2"
"7010","6","GAB2","false","GAB2"
"7016","6","HDAC7","false","HDAC7"
"5994","6","HDAC4","false","HDAC4"
"10859","6","DEPDC1B","false","DEPDC1B"
