"SUID","__mclCluster","name","selected","shared name"
"10130","14","ZNF628","false","ZNF628"
"10194","14","POLR3G","false","POLR3G"
"10227","14","ZNF791","false","ZNF791"
"10389","14","CRTAC1","false","CRTAC1"
"10485","14","CCNDBP1","false","CCNDBP1"
"10136","14","ZNF627","false","ZNF627"
"10360","14","NELL2","false","NELL2"
"10233","14","ZNF136","false","ZNF136"
"10142","14","ZNF358","false","ZNF358"
"10274","14","GPR156","false","GPR156"
"5957","14","EFEMP1","false","EFEMP1"
"10213","14","BIN2","false","BIN2"
"10245","14","ZNF646","false","ZNF646"
"10181","14","ZNF696","false","ZNF696"
"10118","14","ZNF747","false","ZNF747"
"10189","14","WFDC2","false","WFDC2"
