"SUID","__mclCluster","name","selected","shared name"
"8880","8","CKS1B","false","CKS1B"
"6642","8","NR1H2","false","NR1H2"
"7476","8","CELF3","false","CELF3"
"7480","8","ZNF431","false","ZNF431"
"5883","8","CDKN1A","false","CDKN1A"
"10941","8","SMN1;SMN2","false","SMN1;SMN2"
"7485","8","ZNF135","false","ZNF135"
"7422","8","PCYT2","false","PCYT2"
"7424","8","RAP1B","false","RAP1B"
"7488","8","HOXD8","false","HOXD8"
"7494","8","RCC1","false","RCC1"
"5895","8","SMN1","false","SMN1"
"8649","8","GCKR","false","GCKR"
"8650","8","HPD","false","HPD"
"11084","8","SCML2","false","SCML2"
"7502","8","ANXA7","false","ANXA7"
"7440","8","HMGXB3","false","HMGXB3"
"10705","8","PFDN1","false","PFDN1"
"7442","8","CPNE6","false","CPNE6"
"6421","8","TK1","false","TK1"
"11414","8","C1orf123","false","C1orf123"
"6423","8","TTR","false","TTR"
"6876","8","CCNE2","false","CCNE2"
"7457","8","ADAMTS10","false","ADAMTS10"
"7458","8","WDR73","false","WDR73"
"8869","8","CKS2","false","CKS2"
"8877","8","CCNO","false","CCNO"
"8430","8","MKRN1","false","MKRN1"
