"SUID","__mclCluster","name","selected","shared name"
"6319","15","SLC38A3","false","SLC38A3"
"6354","15","PLEKHA4","false","PLEKHA4"
"7450","15","RBM48","false","RBM48"
"7163","15","MBD1","false","MBD1"
"7451","15","GDF9","false","GDF9"
"6331","15","ORAI2","false","ORAI2"
"11100","15","cDNA: FLJ22593 fis, clone HSI03254","false","cDNA: FLJ22593 fis, clone HSI03254"
"5917","15","SETDB1","false","SETDB1"
"9343","15","CCDC109B","false","CCDC109B"
"6305","15","DAP","false","DAP"
"11426","15","BRIX","false","BRIX"
"6339","15","OLFML3","false","OLFML3"
"6372","15","TRBV2","false","TRBV2"
"6341","15","HSPB3","false","HSPB3"
"7464","15","MED31","false","MED31"
"11049","15","MCUB","false","MCUB"
